account_number,balance,transaction_date,transaction_amount,transaction_type,branch_location,customer_id,account_type,interest_rate,last_updated
3534397330677054,Rupiah,9/11/2021,2145.6,withdrawal,Room 1466,270,checking,9.7,9/1/2021
3540401922422663,Peso,2/11/2021,8338.35,withdrawal,Apt 841,271,savings,4.64,7/24/2021
3536332210224659,Yuan Renminbi,7/17/2021,2184.3,withdrawal,Suite 93,272,checking,0.44,6/18/2021
5002352610041149,Yuan Renminbi,11/21/2021,1714.16,transfer,Room 1802,273,checking,4.03,4/29/2021
3537587000343691,Dinar,12/17/2021,7296.17,withdrawal,PO Box 1679,274,investment,6.0,9/6/2021
3549812463954453,Guarani,12/7/2021,9066.69,withdrawal,Room 1065,275,investment,9.47,12/7/2021
3579939985241458,Dollar,10/28/2021,8003.28,deposit,Room 859,276,investment,5.49,4/28/2021
379659963051905,Yuan Renminbi,10/4/2021,2053.7,transfer,PO Box 50682,277,savings,4.4,4/26/2021
4041592879141256,Zloty,5/7/2021,6662.77,transfer,Suite 56,278,investment,3.79,11/8/2021
4041590857942,Dollar,8/22/2021,5483.61,withdrawal,Suite 10,279,investment,3.35,9/2/2021
201887944902128,Yuan Renminbi,6/26/2021,800.66,transfer,PO Box 11194,280,savings,8.72,12/1/2021
30414989060287,Yuan Renminbi,6/22/2021,5960.13,transfer,16th Floor,281,savings,0.88,11/15/2021
3540630914453308,Euro,7/23/2021,4141.69,deposit,16th Floor,282,investment,6.74,3/31/2021
3581786627150332,Litas,11/2/2021,2482.53,withdrawal,18th Floor,283,investment,4.58,12/11/2021
3583401690942262,Dollar,5/24/2021,9042.01,deposit,PO Box 99971,284,investment,5.88,7/21/2021
4017950595139618,Zloty,7/25/2021,1467.96,withdrawal,Room 1176,285,checking,0.52,2/21/2021
501861905631247009,Rupiah,9/14/2021,2833.6,withdrawal,1st Floor,286,investment,2.23,4/22/2021
6334247684739353,Peso,11/4/2021,574.4,transfer,Room 648,287,checking,8.05,11/14/2021
201438980986581,Peso,12/6/2021,9379.12,transfer,Apt 615,288,checking,0.27,10/16/2021
3560511004561025,Euro,1/5/2021,7047.79,transfer,Room 1444,289,investment,4.48,7/22/2021
372301204688453,Pound,10/25/2021,5319.56,withdrawal,Room 1530,290,savings,1.49,5/4/2021
3562730418932329,Euro,9/1/2021,7065.39,withdrawal,Apt 1570,291,checking,1.55,7/30/2021
3563259700456564,Yuan Renminbi,6/25/2021,6134.2,withdrawal,PO Box 2526,292,savings,0.74,4/19/2021
6376558460187834,Real,11/27/2021,713.53,deposit,Room 334,293,savings,9.69,2/26/2021
670951146810483479,Ringgit,5/23/2021,3816.39,withdrawal,Suite 22,294,investment,7.65,6/14/2021
3543862731131612,Rupiah,5/4/2021,7344.01,transfer,Suite 13,295,investment,7.52,12/9/2021
201932469191283,Peso,3/29/2021,8894.46,withdrawal,Apt 475,296,investment,8.52,3/24/2021
4175001320361388,Euro,12/9/2021,8222.25,deposit,Room 106,297,investment,9.65,11/6/2021
3581047898558129,Krona,2/6/2021,1165.41,transfer,Suite 74,298,savings,7.76,1/22/2021
6761287954056388310,Dong,8/17/2021,1663.93,transfer,PO Box 6960,299,investment,0.3,4/19/2021
3584825833866369,Zloty,12/15/2021,7717.99,deposit,Suite 33,300,checking,4.42,7/2/2021
5493080856645036,Yuan Renminbi,12/14/2021,3424.51,withdrawal,Apt 873,301,savings,7.81,4/15/2021
6771107745492782,Real,12/6/2021,1147.92,deposit,Apt 1162,302,savings,2.4,6/13/2021
3558182446302420,Rupiah,10/24/2021,6517.68,deposit,Apt 1231,303,savings,3.0,11/6/2021
3564674345744068,Yuan Renminbi,6/29/2021,4165.65,transfer,Apt 27,304,investment,9.65,1/18/2021
4917174404636570,Peso,8/1/2021,4874.92,deposit,11th Floor,305,investment,0.76,1/31/2021
6394312041739707,Ruble,5/16/2021,8109.94,transfer,Suite 33,306,savings,5.38,10/6/2021
3589726111443720,Pound,3/13/2021,3812.11,deposit,Suite 72,307,checking,1.93,2/20/2021
3551710365304808,Yuan Renminbi,11/16/2021,7443.5,deposit,15th Floor,308,checking,3.62,4/4/2021
3563491732681402,Rupiah,3/20/2021,5847.58,deposit,Apt 1495,309,investment,6.08,8/16/2021
3570697872467623,Denar,12/21/2021,2229.59,transfer,Apt 1321,310,savings,7.87,12/7/2021
3560826799748433,Krona,2/12/2021,7107.26,transfer,Room 157,311,checking,6.78,7/22/2021
3561336106559704,Rupiah,9/27/2021,3506.19,transfer,Apt 1953,312,savings,5.51,4/29/2021
5602216345226503,Yuan Renminbi,2/3/2021,8908.13,deposit,Apt 510,313,investment,4.95,11/16/2021
3563621451904789,Ruble,2/15/2021,2191.53,deposit,Apt 1890,314,checking,6.11,6/25/2021
4041373319478933,Peso,7/22/2021,3653.0,transfer,PO Box 65059,315,investment,4.39,11/23/2021
30134095009545,Yuan Renminbi,2/18/2021,138.69,transfer,Suite 43,316,checking,2.49,1/27/2021
3589485630211320,Real,10/5/2021,3103.65,transfer,17th Floor,317,checking,4.53,8/21/2021
374622260266365,Peso,9/28/2021,538.7,deposit,Apt 1445,318,investment,3.89,1/11/2021
3589921168527463,Real,9/5/2021,7256.61,withdrawal,Apt 1579,319,savings,2.27,1/15/2021
3552358953766704,Ruble,6/19/2021,1136.81,transfer,14th Floor,320,investment,4.51,8/16/2021
5893916197035763267,Euro,8/25/2021,443.24,transfer,3rd Floor,321,investment,7.93,9/22/2021
3583985663591742,Yuan Renminbi,6/20/2021,8579.97,deposit,Room 1533,322,investment,3.33,1/28/2021
3566592945020291,Euro,9/1/2021,3703.33,withdrawal,Suite 64,323,savings,4.61,3/24/2021
560222841527659553,Yuan Renminbi,7/30/2021,5663.66,deposit,PO Box 67644,324,savings,6.46,7/8/2021
201660147523920,Zloty,12/8/2021,5573.02,deposit,17th Floor,325,investment,7.02,9/15/2021
374622985285682,Franc,4/29/2021,8379.68,withdrawal,Room 1889,326,checking,5.27,1/29/2021
6304446371888819254,Peso,5/6/2021,2393.39,withdrawal,Room 1506,327,investment,9.56,7/20/2021
201659007815632,Hryvnia,5/29/2021,1718.33,deposit,PO Box 90759,328,savings,5.41,9/23/2021
6334152554149782988,Rupiah,10/3/2021,9029.01,deposit,Room 9,329,checking,1.69,9/11/2021
6763569180991238411,Dinar,2/23/2021,5010.54,transfer,PO Box 2230,330,checking,2.83,1/19/2021
3573757127570147,Kuna,6/7/2021,8454.66,withdrawal,PO Box 23665,331,savings,3.26,3/23/2021
3585265792398154,Real,6/13/2021,9718.54,deposit,4th Floor,332,savings,5.7,12/17/2021
3554938818519345,Naira,4/17/2021,7344.49,deposit,Suite 82,333,savings,7.57,3/18/2021
3553744993620309,Rupiah,3/19/2021,4318.96,withdrawal,Apt 1098,334,checking,2.16,1/26/2021
3536618439439775,Won,1/11/2021,2420.28,transfer,Suite 34,335,checking,4.05,2/12/2021
6759105757058810,Franc,7/23/2021,9055.18,deposit,Apt 132,336,checking,3.24,4/14/2021
3580129812209277,Rupiah,6/14/2021,1710.38,withdrawal,Room 313,337,savings,0.85,5/16/2021
4903460782622144217,Ruble,1/20/2021,235.63,withdrawal,Room 1743,338,checking,9.41,7/15/2021
5504985599364538,Real,6/19/2021,7983.24,withdrawal,Apt 1766,339,investment,7.91,7/19/2021
3532358179269868,Yuan Renminbi,10/14/2021,5197.27,deposit,16th Floor,340,investment,0.17,5/5/2021
3572286379170530,Yuan Renminbi,10/8/2021,7436.7,withdrawal,PO Box 17380,341,checking,4.49,3/18/2021
6771714766039044,Franc,4/4/2021,5334.52,deposit,PO Box 39632,342,savings,6.5,12/1/2021
3545421344586734,Som,6/4/2021,6632.15,deposit,Apt 1426,343,investment,3.91,10/9/2021
6706958172322797,Yuan Renminbi,10/4/2021,409.56,transfer,PO Box 47318,344,investment,1.36,7/29/2021
5610050156011716,Yuan Renminbi,5/18/2021,3180.73,deposit,Suite 8,345,investment,4.4,4/15/2021
30243007656903,Dollar,7/7/2021,1130.74,deposit,Apt 436,346,checking,4.24,12/17/2021
6304237227497094,Koruna,7/26/2021,1084.21,deposit,Room 1396,347,investment,1.34,3/5/2021
201856189378658,Peso,6/5/2021,4526.98,deposit,5th Floor,348,checking,4.73,4/5/2021
4903552804889754469,Yuan Renminbi,3/23/2021,2555.23,deposit,Apt 1187,349,investment,2.45,1/28/2021
3563945065356981,Koruna,3/15/2021,894.58,transfer,PO Box 7927,350,savings,0.43,12/4/2021
6334591575592631,Dollar,2/27/2021,8619.1,transfer,Room 1418,351,savings,1.33,11/25/2021
3544128670670781,Real,8/12/2021,4375.76,deposit,Apt 1362,352,savings,2.58,10/16/2021
3530800694047586,Rupiah,7/25/2021,8665.86,transfer,Room 729,353,savings,3.43,5/13/2021
5602219789736219,Ruble,3/14/2021,6292.57,withdrawal,Suite 55,354,investment,9.76,9/7/2021
4911814979632751207,Krone,9/28/2021,7221.57,withdrawal,PO Box 94689,355,checking,2.71,12/4/2021
3532676244707871,Yuan Renminbi,5/18/2021,8143.48,deposit,Suite 71,356,investment,6.78,8/20/2021
6304672331278545,Yuan Renminbi,11/3/2021,91.47,deposit,Room 1124,357,savings,8.18,2/8/2021
3530467637706668,Ruble,9/8/2021,6067.16,transfer,Room 300,358,investment,8.99,5/13/2021
3567377999851786,Franc,8/2/2021,318.76,transfer,Room 1375,359,savings,5.23,1/2/2021
3578139121366191,Peso,8/26/2021,5714.1,transfer,Suite 43,360,savings,9.78,11/20/2021
5560681618480584,Peso,4/18/2021,1379.8,transfer,Suite 15,361,investment,6.81,1/17/2021
3539134181959140,Real,7/6/2021,9919.54,transfer,Apt 848,362,savings,0.65,11/19/2021
3565247872594294,Yuan Renminbi,11/16/2021,6289.49,deposit,Suite 76,363,checking,8.48,4/22/2021
3573217294195319,Franc,5/28/2021,6925.67,transfer,Suite 5,364,investment,2.53,6/8/2021
348649519006741,Baht,6/11/2021,269.76,withdrawal,9th Floor,365,savings,3.57,12/17/2021
3588250900706420,Rupiah,1/23/2021,9868.68,transfer,Suite 6,366,checking,9.21,6/29/2021
6762873771574375647,Peso,12/5/2021,7991.35,withdrawal,Room 1404,367,checking,9.46,1/9/2021
3569402773187583,Tugrik,8/2/2021,6243.51,withdrawal,Apt 121,368,investment,9.2,11/18/2021
5557188786971175,Krona,12/7/2021,4768.58,withdrawal,Apt 1597,369,checking,3.48,9/15/2021
3553192723920005,Taka,5/27/2021,5612.14,withdrawal,PO Box 82862,370,checking,6.67,3/14/2021
6304901370904503866,Rupiah,8/28/2021,487.13,withdrawal,Suite 78,371,savings,0.83,9/10/2021
58938595304239555,Euro,6/11/2021,7185.1,deposit,Suite 74,372,savings,0.6,3/30/2021
5602231588538480,Yuan Renminbi,4/6/2021,8685.75,transfer,Apt 1903,373,savings,3.96,3/26/2021
3548233387984164,Baht,12/27/2021,4554.22,deposit,Suite 9,374,investment,4.65,3/17/2021
3541108253690797,Euro,6/10/2021,6158.72,deposit,Suite 8,375,savings,7.09,7/12/2021
372301596591224,Real,7/14/2021,5392.21,transfer,17th Floor,376,checking,0.91,7/12/2021
6304172834949253573,Yuan Renminbi,1/1/2021,1884.39,transfer,6th Floor,377,investment,0.86,11/25/2021
503885761250139730,Franc,12/11/2021,7554.14,withdrawal,Room 1082,378,savings,9.81,12/11/2021
3534335676025058,Rial,9/1/2021,2586.27,transfer,18th Floor,379,investment,6.47,9/4/2021
3575375676098945,Yuan Renminbi,4/15/2021,6314.32,transfer,Room 1975,380,checking,4.39,7/17/2021
670913114288228088,Rupiah,2/20/2021,6678.09,transfer,14th Floor,381,checking,1.28,2/2/2021
5602222035226910,Euro,10/23/2021,1164.61,transfer,Apt 1224,382,investment,7.69,2/2/2021
4844929073167993,Rupiah,2/14/2021,8984.84,transfer,12th Floor,383,investment,4.05,4/5/2021
3557043038533056,Yuan Renminbi,11/26/2021,3783.52,withdrawal,Suite 94,384,checking,1.66,4/27/2021
6759051816596714438,Peso,8/21/2021,2295.44,deposit,PO Box 30311,385,investment,6.5,5/14/2021
5002357061910510,Franc,2/1/2021,7053.07,transfer,Room 319,386,savings,3.04,7/10/2021
5267439206798982,Yuan Renminbi,3/22/2021,2112.94,deposit,Apt 1610,387,checking,0.42,2/10/2021
4026123456096496,Dollar,10/4/2021,7667.17,deposit,PO Box 4674,388,investment,1.81,9/12/2021
4917984918477117,Koruna,9/17/2021,4990.92,withdrawal,PO Box 8105,389,checking,3.68,11/7/2021
5602244874070837,Yuan Renminbi,8/23/2021,5783.6,withdrawal,PO Box 5354,390,investment,6.03,1/31/2021
5602258517091430,Rial,4/2/2021,3477.57,transfer,20th Floor,391,checking,0.39,9/21/2021
3532076000425240,Yuan Renminbi,7/28/2021,4880.75,transfer,Apt 140,392,investment,1.32,5/23/2021
3564384737438549,Dollar,7/30/2021,6547.38,transfer,Suite 27,393,checking,9.65,11/26/2021
3545989104588124,Sol,2/18/2021,6980.87,transfer,Suite 49,394,checking,7.07,4/28/2021
5610664626465422038,Euro,6/13/2021,9227.57,deposit,10th Floor,395,investment,2.5,2/5/2021
3571118813453175,Peso,3/24/2021,6544.41,transfer,Suite 47,396,checking,4.55,8/12/2021
3582385323357561,Euro,9/2/2021,6213.89,withdrawal,Room 681,397,savings,6.01,3/13/2021
67611615003112435,Yuan Renminbi,6/17/2021,2881.86,transfer,Apt 1439,398,investment,4.82,12/6/2021
56022454164033289,Yuan Renminbi,8/29/2021,2133.41,transfer,Suite 85,399,checking,6.95,1/14/2021
6393890124137874,Koruna,2/13/2021,3207.9,withdrawal,Room 96,400,investment,6.86,10/22/2021
3579958986671257,Rupiah,3/21/2021,3398.86,transfer,Room 1315,401,savings,8.45,9/7/2021
3561805621248399,Dollar,10/19/2021,1929.98,deposit,Apt 810,402,investment,0.34,2/8/2021
3559133422110757,Euro,11/12/2021,9586.29,deposit,Room 1921,403,investment,0.18,4/13/2021
490518004836993311,Real,3/27/2021,6281.84,withdrawal,Suite 76,404,savings,9.82,12/8/2021
30050842781824,Yuan Renminbi,7/6/2021,4869.9,deposit,20th Floor,405,savings,4.52,4/3/2021
3560621627507972,Naira,3/3/2021,7363.14,transfer,17th Floor,406,checking,9.79,8/17/2021
3551895880317136,Pound,1/31/2021,2899.33,transfer,Room 1764,407,checking,0.54,1/15/2021
3557528001993246,Euro,2/9/2021,972.26,transfer,Suite 75,408,checking,8.62,5/22/2021
6763259871144338646,Euro,9/14/2021,8308.26,transfer,19th Floor,409,savings,8.36,9/29/2021
633110000631810509,Manat,2/12/2021,3800.06,transfer,Suite 98,410,checking,6.41,12/1/2021
670672948699525827,Yuan Renminbi,3/11/2021,2612.67,transfer,6th Floor,411,savings,6.48,7/12/2021
201490544301286,Koruna,12/18/2021,7007.97,deposit,Room 688,412,checking,2.72,5/22/2021
3579364960904139,Rupiah,10/13/2021,9905.04,transfer,PO Box 99835,413,checking,4.34,9/22/2021
3536451346958343,Yuan Renminbi,1/12/2021,7327.69,transfer,Room 1617,414,checking,9.53,6/11/2021
67712205580043332,Baht,6/26/2021,4257.72,withdrawal,Suite 25,415,checking,1.51,9/4/2021
6771228965979466877,Dram,2/14/2021,6325.63,deposit,Apt 572,416,savings,4.42,5/18/2021
5100176096240623,Yuan Renminbi,8/26/2021,1801.01,withdrawal,PO Box 87613,417,investment,6.8,1/17/2021
4844166284658565,Yuan Renminbi,5/7/2021,2957.27,transfer,Room 1362,418,checking,2.78,12/25/2021
3579483803427783,Koruna,8/30/2021,6550.59,transfer,18th Floor,419,checking,2.85,10/26/2021
3575724276066739,Rupiah,7/19/2021,1534.96,withdrawal,Suite 41,420,checking,6.38,6/3/2021
3540107624029645,Euro,4/22/2021,380.26,deposit,Room 286,421,investment,9.59,12/17/2021
3542715761810797,Dong,5/12/2021,1164.8,deposit,Room 1223,422,investment,5.52,1/9/2021
3546972799113175,Balboa,6/7/2021,3762.4,transfer,10th Floor,423,savings,5.99,11/17/2021
5100133701981992,Rupiah,10/23/2021,5063.57,deposit,Suite 96,424,investment,9.47,8/15/2021
3552150462987081,Dong,9/27/2021,8128.36,deposit,Room 1911,425,savings,8.36,9/14/2021
3573201485944503,Naira,10/2/2021,8520.94,transfer,Apt 972,426,investment,1.36,1/17/2021
6759751326126743,Zloty,11/10/2021,5959.16,transfer,PO Box 31213,427,investment,5.19,7/20/2021
30571553863170,Yuan Renminbi,10/30/2021,3462.04,deposit,4th Floor,428,checking,4.02,9/18/2021
3538947080622431,Rupiah,11/28/2021,5382.02,transfer,Suite 19,429,investment,1.02,10/5/2021
4041598501690,Peso,12/3/2021,3396.69,deposit,PO Box 56279,430,savings,1.94,1/10/2021
30203744997408,Won,12/8/2021,3084.58,deposit,18th Floor,431,investment,3.63,4/6/2021
36068803643274,Peso,1/2/2021,9944.13,withdrawal,Room 954,432,investment,1.36,6/21/2021
3530534902066506,Ruble,6/5/2021,8908.98,transfer,Suite 13,433,checking,8.04,12/26/2021
4917326018183304,Euro,11/26/2021,3160.91,deposit,Apt 324,434,investment,8.56,10/17/2021
3550785311816064,Balboa,2/23/2021,5983.66,withdrawal,8th Floor,435,checking,2.51,7/24/2021
341059766734671,Rial,6/1/2021,2298.53,transfer,PO Box 3134,436,investment,7.11,11/27/2021
3570101294235825,Sol,11/14/2021,3630.99,deposit,Apt 1717,437,savings,4.8,4/1/2021
3546167228821270,Yuan Renminbi,12/18/2021,7679.68,transfer,Apt 361,438,savings,4.1,5/10/2021
5602238871729710729,Euro,5/19/2021,2826.96,transfer,PO Box 53025,439,investment,1.43,1/3/2021
5157219283923064,Peso,10/8/2021,5124.29,deposit,2nd Floor,440,savings,1.17,5/28/2021
5002358686574053,Yuan Renminbi,8/8/2021,610.18,deposit,4th Floor,441,investment,0.47,6/13/2021
3557358871014349,Pound,9/28/2021,5781.52,deposit,Suite 39,442,checking,6.35,11/7/2021
5602227691665517,Sol,9/21/2021,5057.76,deposit,Apt 1428,443,investment,5.08,6/1/2021
5002358469965866,Peso,5/29/2021,8682.34,withdrawal,2nd Floor,444,savings,7.03,3/11/2021
06044528142201842,Real,2/16/2021,6219.32,withdrawal,Suite 57,445,investment,9.37,1/27/2021
3559358418779659,Litas,9/25/2021,3189.93,withdrawal,Suite 47,446,checking,4.38,9/18/2021
5610016612176260,Ruble,4/3/2021,8586.34,transfer,1st Floor,447,investment,0.25,6/19/2021
5602222730068351,Dollar,3/15/2021,4262.33,transfer,Apt 59,448,savings,3.61,3/24/2021
3542212092329069,Euro,11/20/2021,9173.29,transfer,PO Box 50966,449,checking,4.39,3/6/2021
5007668806683708,Euro,11/30/2021,4427.0,transfer,1st Floor,450,savings,5.68,3/2/2021
3563867992338900,Rand,12/4/2021,4771.0,deposit,Apt 770,451,investment,3.36,1/14/2021
3531087907644164,Euro,11/3/2021,1985.14,withdrawal,Apt 1662,452,investment,1.23,1/21/2021
501800588561026447,Peso,1/23/2021,8168.0,deposit,2nd Floor,453,investment,2.28,9/9/2021
3543032944269951,Naira,4/14/2021,2688.42,transfer,Suite 80,454,checking,2.31,10/14/2021
3529263544275043,Euro,11/16/2021,8802.75,deposit,13th Floor,455,checking,3.85,7/30/2021
377482019185706,Rupiah,8/29/2021,819.32,withdrawal,Suite 16,456,checking,4.6,12/8/2021
3558400728800105,Dollar,7/3/2021,2478.95,transfer,Suite 65,457,checking,4.1,12/21/2021
3567376641351542,Dollar,10/3/2021,8240.42,deposit,Room 446,458,checking,8.31,9/19/2021
3547963328791622,Lek,1/30/2021,2273.6,transfer,6th Floor,459,checking,4.8,5/19/2021
5151285275541962,Euro,6/26/2021,2774.69,transfer,Suite 90,460,checking,0.27,4/24/2021
56108099096117507,Euro,11/27/2021,5368.41,deposit,Apt 1402,461,checking,4.4,10/17/2021
342186585137353,Euro,5/18/2021,2980.8,deposit,PO Box 94138,462,checking,1.22,11/22/2021
379071183932130,Rupee,3/17/2021,4659.44,withdrawal,PO Box 75044,463,savings,3.06,7/30/2021
5610724938177389,Ruble,10/20/2021,408.07,withdrawal,13th Floor,464,investment,5.03,11/26/2021
3588638193462158,Peso,7/12/2021,4807.41,deposit,Apt 636,465,savings,4.16,9/28/2021
6771809987581829935,Real,8/5/2021,6629.67,transfer,Apt 152,466,savings,2.53,6/14/2021
5602226101582338,Franc,1/3/2021,8075.64,withdrawal,Suite 72,467,savings,2.72,3/2/2021
3551753636259955,Franc,4/9/2021,4234.59,transfer,19th Floor,468,savings,4.26,8/17/2021
6767914643600663,Ruble,5/29/2021,3681.68,transfer,Apt 1574,469,investment,3.49,3/30/2021
5602245173863640,Zloty,11/28/2021,9154.22,transfer,Suite 87,470,checking,7.22,1/5/2021
5018817551227719,Euro,3/11/2021,6601.89,deposit,PO Box 7185,471,savings,2.14,11/16/2021
4917995380478508,Metical,11/26/2021,7447.5,withdrawal,Suite 25,472,investment,6.48,12/23/2021
4905464130394568,Yuan Renminbi,7/10/2021,9023.12,deposit,16th Floor,473,investment,7.9,12/29/2021
3578518328387540,Peso,3/30/2021,9800.74,transfer,Room 278,474,savings,8.13,11/26/2021
5577720050411078,Yen,3/30/2021,5517.23,deposit,15th Floor,475,checking,3.32,9/27/2021
3534183194313279,Afghani,3/27/2021,6135.35,withdrawal,Suite 46,476,investment,6.01,11/14/2021
374288159144129,Euro,8/15/2021,8296.96,deposit,Room 1039,477,investment,2.84,7/27/2021
5370545959472676,Rupiah,12/11/2021,2588.7,deposit,Apt 1854,478,savings,8.77,6/6/2021
67065543347392904,Euro,5/14/2021,1257.21,withdrawal,PO Box 75046,479,investment,2.27,8/7/2021
3576327537416781,Euro,6/24/2021,7491.63,transfer,Apt 1404,480,savings,9.03,12/4/2021
3533006451383324,Euro,4/26/2021,2595.86,deposit,18th Floor,481,savings,6.91,4/30/2021
3571302196885936,Rupiah,12/25/2021,8767.34,deposit,Room 205,482,investment,4.15,1/9/2021
4017956978346233,Peso,7/13/2021,3982.99,deposit,Apt 981,483,investment,2.3,11/18/2021
3584273357116293,Quetzal,3/13/2021,1951.0,transfer,10th Floor,484,savings,7.79,11/25/2021
3562400174561197,Koruna,1/4/2021,4858.13,transfer,Apt 236,485,savings,0.49,4/19/2021
06048181330543215,Rial,5/13/2021,7918.1,transfer,Apt 101,486,checking,0.87,4/8/2021
30130780528799,Rial,6/20/2021,1691.15,transfer,Apt 528,487,checking,3.34,10/15/2021
5893582593677152,Zloty,12/23/2021,2402.95,transfer,13th Floor,488,savings,1.92,4/19/2021
30354227217390,Peso,4/19/2021,6726.86,withdrawal,Room 409,489,investment,8.2,9/24/2021
5100143590603847,Real,2/21/2021,7557.65,withdrawal,Room 361,490,checking,7.03,2/16/2021
3528889463099062,Peso,12/17/2021,2174.7,withdrawal,Suite 97,491,investment,5.38,11/14/2021
3547779296699732,Yuan Renminbi,4/15/2021,6379.36,withdrawal,Room 1612,492,checking,5.32,4/7/2021
5235704156288535,Franc,4/15/2021,8349.56,transfer,Suite 80,493,checking,3.36,3/11/2021
4175004303684610,Yuan Renminbi,1/31/2021,5948.58,transfer,11th Floor,494,investment,6.38,7/3/2021
5893831862475790094,Real,2/16/2021,1571.25,withdrawal,11th Floor,495,savings,7.54,9/1/2021
56022429976935087,Franc,10/28/2021,9544.67,deposit,Apt 1936,496,checking,0.32,8/5/2021
3563684428403343,Peso,4/22/2021,3990.38,deposit,Suite 42,497,investment,5.89,8/14/2021
561079535437369079,Yuan Renminbi,4/22/2021,730.28,deposit,Room 1134,498,savings,7.51,2/19/2021
5602257003991509,Rupiah,4/11/2021,8717.06,transfer,Suite 22,499,savings,4.1,8/28/2021
3581783678736044,Ruble,8/28/2021,4735.15,deposit,9th Floor,500,savings,3.54,8/6/2021
5610517181329115,Yuan Renminbi,9/6/2021,4961.34,transfer,14th Floor,501,investment,2.78,2/24/2021
564182178590135348,Peso,1/22/2021,9585.6,withdrawal,PO Box 78626,502,savings,6.76,6/25/2021
6771337080880552571,Ruble,7/20/2021,7758.07,withdrawal,6th Floor,503,checking,6.53,7/11/2021
3559902613148861,Yen,5/12/2021,3021.89,deposit,Room 1718,504,savings,7.52,4/30/2021
56022477142086707,Real,4/11/2021,4583.16,transfer,PO Box 14408,505,investment,8.12,7/7/2021
4917561359735730,Rupiah,10/11/2021,5680.08,deposit,PO Box 40984,506,checking,8.62,12/6/2021
3574210843743902,Peso,7/11/2021,4369.73,withdrawal,Room 1807,507,checking,0.85,5/3/2021
67628801592526505,Rupiah,6/10/2021,8154.58,transfer,PO Box 32264,508,savings,6.44,9/7/2021
3571202141797998,Won,3/25/2021,3682.44,withdrawal,PO Box 48966,509,savings,9.24,2/24/2021
67062135858691551,Euro,4/18/2021,7322.48,transfer,Apt 1938,510,savings,9.82,12/2/2021
630416356436162224,Yuan Renminbi,5/23/2021,2932.55,deposit,15th Floor,511,investment,5.02,6/30/2021
4026806823674447,Yuan Renminbi,3/2/2021,6476.19,deposit,Apt 799,512,investment,3.89,5/23/2021
502018847750274234,Dong,6/29/2021,5458.93,transfer,PO Box 6924,513,investment,8.1,12/20/2021
3571610863202403,Franc,10/26/2021,5298.25,deposit,PO Box 91775,514,investment,1.55,6/16/2021
3554279747349185,Franc,2/20/2021,9570.06,deposit,Room 1334,515,checking,9.35,7/14/2021
3533885934143011,Yuan Renminbi,12/26/2021,4029.49,withdrawal,Apt 1422,516,checking,5.47,3/30/2021
6391710789618269,Peso,4/26/2021,5388.42,deposit,Room 1861,517,checking,6.62,3/19/2021
3552943940814962,Krona,12/4/2021,7729.68,withdrawal,PO Box 93364,518,investment,7.15,3/5/2021
5602232261548804,Euro,1/9/2021,5020.63,transfer,Apt 1616,519,checking,2.38,2/17/2021
3534412784879310,Yuan Renminbi,6/7/2021,367.66,transfer,Apt 1206,520,savings,4.48,2/9/2021
3552904829263127,Real,5/1/2021,2458.6,transfer,PO Box 69554,521,checking,0.77,10/30/2021
3552732111941047,Rupee,7/8/2021,5392.26,transfer,Suite 98,522,checking,0.74,7/30/2021
3548429061305318,Dollar,11/19/2021,7451.15,deposit,20th Floor,523,checking,8.53,2/4/2021
6761046417619870,Ruble,6/30/2021,6478.53,deposit,Room 264,524,investment,0.3,1/6/2021
3568712091201051,Hryvnia,2/8/2021,2622.6,deposit,Room 1025,525,checking,3.58,2/17/2021
5602233465007365,Rupiah,2/16/2021,9525.86,transfer,8th Floor,526,checking,3.28,7/7/2021
201868631822688,Yuan Renminbi,9/28/2021,8258.33,withdrawal,Suite 56,527,investment,4.76,8/8/2021
6380767150382985,Yuan Renminbi,5/19/2021,4906.62,transfer,Room 871,528,investment,6.68,11/21/2021
30452310526923,Euro,10/30/2021,979.11,withdrawal,Room 1235,529,checking,7.4,4/21/2021
3589588542888711,Rupiah,3/16/2021,8475.53,deposit,Apt 228,530,savings,1.2,10/4/2021
5108753763317645,Peso,1/30/2021,3279.37,deposit,Room 1595,531,checking,7.62,12/8/2021
3556496030829545,Peso,1/21/2021,5152.23,withdrawal,PO Box 37351,532,investment,9.79,5/24/2021
3553726210047176,Yuan Renminbi,6/11/2021,1169.63,deposit,Apt 1899,533,checking,2.68,12/2/2021
3542035529656733,Peso,11/25/2021,8456.98,withdrawal,Suite 62,534,investment,6.0,11/28/2021
5002351307837397,Yuan Renminbi,8/13/2021,8333.08,transfer,Suite 55,535,savings,3.08,7/3/2021
6759251846922631442,Peso,11/27/2021,3777.2,withdrawal,Apt 1631,536,checking,8.32,3/8/2021
5265920216486959,Euro,1/15/2021,3888.08,transfer,Room 1678,537,investment,1.42,10/14/2021
6759088600611437283,Sol,5/15/2021,359.08,transfer,Suite 100,538,checking,2.41,11/8/2021
6304939645755005756,Euro,10/24/2021,4931.87,deposit,Apt 1718,539,checking,4.91,7/16/2021
5602237368981352945,Yuan Renminbi,11/12/2021,4711.45,withdrawal,Apt 576,540,investment,5.07,10/9/2021
